order_id,user_id,order_time,product_id,quantity,revenue
1226,3118,2025-02-27 06:04:21,406,1,24419.24
1227,3121,2025-05-14 23:27:04,120,1,19023.98
1228,3121,2025-05-30 04:57:12,185,1,12990.29
1229,3121,2025-06-15 13:31:22,106,1,4353.63
1230,3122,2025-04-30 08:55:54,420,2,7541.32
1231,3122,2025-05-12 20:21:13,329,2,22429.6
1232,3122,2025-06-20 03:05:40,466,1,31559.05
1233,3127,2025-03-21 12:51:02,55,1,24029.51
1234,3130,2025-05-03 00:57:26,492,1,8731.65
1235,3135,2025-05-23 00:31:45,204,1,3831.25
1236,3137,2025-04-07 01:26:18,218,1,94208.34
1237,3137,2025-04-23 16:27:42,194,1,1522.19
1238,3138,2025-04-19 20:13:11,50,1,9054.04
1239,3141,2025-01-11 02:03:25,138,1,6720.91
1240,3142,2025-02-10 06:32:00,92,1,3738.51
1241,3144,2025-03-06 03:46:21,432,1,16557.1
1242,3148,2025-04-28 13:40:45,34,2,4196.1
1243,3153,2025-01-29 06:26:17,323,1,21377.29
1244,3158,2025-03-25 11:11:23,39,1,19720.04
1245,3158,2025-04-04 16:38:18,217,2,7579.78
1246,3159,2025-05-12 13:08:59,132,2,15583.54
1247,3165,2025-04-16 01:48:57,469,1,8458.92
1248,3167,2025-04-09 19:13:09,469,1,8458.92
1249,3167,2025-04-21 03:14:03,399,1,17727.09
1250,3169,2025-04-13 22:38:00,415,1,4695.16
1251,3170,2025-05-19 05:44:43,126,1,15953.08
1252,3173,2025-04-10 09:22:18,494,1,495.37
1253,3180,2025-03-23 09:27:20,425,1,14314.74
1254,3187,2025-05-15 03:57:10,64,1,23300.53
1255,3188,2025-05-04 22:27:59,23,2,48172.72
1256,3190,2025-04-26 20:12:34,158,2,4393.52
1257,3193,2025-05-11 09:54:21,479,1,17062.05
1258,3199,2025-05-21 20:58:04,360,1,10778.02
1259,3205,2025-05-04 17:34:26,476,1,2319.27
1260,3207,2025-05-04 02:10:33,399,1,17727.09
1261,3207,2025-05-10 05:41:53,221,1,14298.27
1262,3209,2025-06-16 15:35:58,108,1,5270.83
1263,3212,2025-06-23 16:28:52,37,1,884.45
1264,3215,2025-01-10 11:43:44,132,1,7791.77
1265,3217,2025-05-20 22:20:18,102,1,25792.01
1266,3227,2025-02-23 06:41:07,13,1,2692.52
1267,3228,2025-03-24 14:06:15,390,3,11778.15
1268,3230,2025-06-03 06:39:43,14,1,3902.87
1269,3239,2025-06-06 16:53:58,353,1,14609.61
1270,3245,2025-06-17 15:46:07,79,1,14294.87
1271,3251,2025-04-01 21:42:31,153,1,1050.14
1272,3255,2025-04-18 11:56:01,376,2,29125.06
1273,3256,2025-03-13 17:01:35,335,1,6200.21
1274,3263,2025-06-09 04:02:35,239,1,1734.95
1275,3265,2025-02-21 05:14:33,218,1,94208.34
1276,3266,2025-04-30 03:50:52,463,1,6385.22
1277,3269,2025-02-18 16:50:58,161,2,99621.54
1278,3274,2025-03-06 03:30:19,328,2,15534.2
1279,3275,2025-06-27 12:00:49,414,1,20297.26
1280,3277,2025-05-20 08:11:16,15,1,9205.01
1281,3278,2025-02-10 22:29:51,126,2,31906.16
1282,3278,2025-02-20 18:53:37,78,1,149482.7
1283,3280,2025-06-06 21:29:50,88,2,77806.06
1284,3281,2025-04-08 19:32:50,498,1,13866.8
1285,3282,2025-03-10 23:49:18,310,1,1082.78
1286,3284,2025-03-12 16:00:08,156,1,8339.09
1287,3286,2025-06-05 11:19:40,153,1,1050.14
1288,3291,2025-04-22 08:05:22,143,1,13152.69
1289,3292,2025-05-31 15:31:02,197,1,1108.19
1290,3292,2025-06-20 20:07:35,417,2,65025.66
1291,3294,2025-03-22 21:43:06,455,1,3164.97
1292,3302,2025-02-27 21:59:06,189,1,9592.2
1293,3305,2025-05-22 11:37:55,145,2,11507.6
1294,3311,2025-02-20 21:21:07,40,2,2346.28
1295,3313,2025-04-05 14:32:27,193,1,33028.41
1296,3315,2025-03-04 14:11:41,392,1,3931.31
1297,3318,2025-03-01 12:26:19,88,1,38903.03
1298,3320,2025-05-16 12:28:38,431,1,6259.3
1299,3321,2025-03-08 16:13:55,18,1,1846.66
1300,3322,2025-01-30 10:59:01,59,1,43466.97
1301,3329,2025-01-25 15:38:25,313,1,11749.91
1302,3330,2025-05-12 18:17:21,322,1,5485.52
1303,3334,2025-05-16 08:38:13,212,1,105203.42
1304,3335,2025-03-11 21:53:12,480,1,35487.49
1305,3337,2025-01-23 13:45:40,202,2,4257.7
1306,3338,2025-03-29 02:58:31,87,1,23788.74
1307,3339,2025-03-26 06:00:18,117,1,1496.44
1308,3342,2025-01-21 02:18:13,96,1,1401.59
1309,3343,2025-05-27 15:27:05,309,1,2510.1
1310,3344,2025-06-22 20:48:24,300,1,11130.88
1311,3346,2025-01-09 13:06:25,406,2,48838.48
1312,3347,2025-04-29 06:56:26,122,3,72931.56
1313,3347,2025-05-09 16:47:40,468,1,141578.31
1314,3348,2025-02-03 11:37:14,200,1,7837.57
1315,3350,2025-05-29 00:22:51,373,2,9987.5
1316,3356,2025-03-06 19:01:59,340,1,86475.35
1317,3360,2025-02-26 00:16:57,317,2,4709.76
1318,3361,2025-05-13 22:26:25,77,1,70509.53
1319,3363,2025-06-27 18:16:34,83,1,20559.25
1320,3371,2025-05-28 06:34:49,192,1,33176.4
1321,3386,2025-04-27 03:25:24,133,1,30464.02
1322,3389,2025-06-19 21:08:53,444,1,148248.16
1323,3393,2025-01-15 17:27:42,180,1,22619.63
1324,3394,2025-01-09 11:15:15,327,1,8222.53
1325,3396,2025-04-24 16:11:11,317,2,4709.76
1326,3397,2025-05-01 13:40:56,87,1,23788.74
1327,3397,2025-05-19 01:25:28,95,1,14154.76
1328,3398,2025-02-19 20:04:28,308,1,10693.04
1329,3398,2025-03-01 16:07:35,377,1,6504.51
1330,3399,2025-03-22 06:31:01,409,1,6296.47
1331,3400,2025-02-28 17:04:32,8,1,2149.22
1332,3401,2025-04-13 06:22:30,246,1,4485.92
1333,3403,2025-04-17 19:48:13,439,1,35173.02
1334,3403,2025-05-09 02:25:31,183,1,5734.14
1335,3406,2025-06-25 04:30:31,339,1,464.88
1336,3408,2025-06-29 06:22:19,337,3,414289.74
1337,3412,2025-02-10 15:22:40,478,2,75332.7
1338,3418,2025-03-31 22:06:10,50,1,9054.04
1339,3420,2025-02-20 22:34:14,178,1,122025.22
1340,3420,2025-03-24 01:47:31,484,1,92913.94
1341,3420,2025-04-07 17:00:38,448,1,18494.26
1342,3422,2025-02-06 23:32:37,383,1,110906.1
1343,3422,2025-02-13 15:18:06,291,1,1193.57
1344,3424,2025-06-09 05:02:48,220,1,2583.92
1345,3432,2025-02-04 08:06:09,483,1,43632.67
1346,3432,2025-03-02 12:55:52,250,1,20800.98
1347,3433,2025-05-04 02:03:46,57,1,55100.21
1348,3434,2025-06-19 06:01:22,398,1,9488.31
1349,3434,2025-06-30 10:29:26,273,1,8130.43
1350,3435,2025-05-05 07:02:10,325,1,13982.87
1351,3437,2025-04-13 05:01:47,207,1,30716.03
1352,3438,2025-06-10 03:43:50,366,2,19596.42
1353,3444,2025-05-27 14:35:39,498,2,27733.6
1354,3445,2025-01-19 07:43:59,414,2,40594.52
1355,3445,2025-02-02 20:59:05,298,1,12693.22
1356,3446,2025-02-06 08:54:43,106,2,8707.26
1357,3450,2025-03-09 07:13:14,101,1,19086.83
1358,3452,2025-03-06 19:42:10,76,2,1027.12
1359,3454,2025-02-16 23:10:33,76,2,1027.12
1360,3455,2025-04-10 05:37:08,248,2,18840.24
1361,3456,2025-05-28 05:50:44,288,1,11259.13
1362,3458,2025-03-20 04:00:06,244,2,7549.56
1363,3459,2025-03-01 17:52:09,271,1,35581.83
1364,3466,2025-03-18 16:00:45,55,1,24029.51
1365,3468,2025-02-18 15:18:38,174,1,2937.34
1366,3472,2025-04-01 21:02:53,160,1,13826.53
1367,3474,2025-02-15 05:44:24,250,2,41601.96
1368,3475,2025-03-23 20:54:03,251,1,8328.29
1369,3476,2025-06-01 12:22:04,274,2,43254.18
1370,3479,2025-06-30 01:27:03,49,1,3584.0
1371,3480,2025-06-22 20:25:09,89,1,115692.18
1372,3483,2025-03-05 09:33:42,461,1,5690.14
1373,3485,2025-01-30 14:34:17,159,1,30772.13
1374,3486,2025-05-05 05:15:40,252,1,5818.59
1375,3490,2025-06-03 11:52:41,55,1,24029.51
1376,3492,2025-03-03 08:39:26,482,1,24845.6
1377,3493,2025-01-26 12:58:27,197,1,1108.19
1378,3494,2025-04-06 08:47:19,121,1,8945.4
1379,3496,2025-03-31 08:23:19,483,2,87265.34
1380,3498,2025-05-01 18:25:45,359,1,7693.07
1381,3501,2025-06-06 06:28:44,326,1,81782.53
1382,3503,2025-06-28 13:33:29,98,1,12583.05
1383,3504,2025-04-16 23:45:06,489,2,16663.02
1384,3506,2025-04-18 03:51:43,385,1,347.25
1385,3510,2025-02-15 05:56:27,428,3,442717.98
1386,3510,2025-03-03 21:08:32,325,1,13982.87
1387,3514,2025-06-01 09:15:15,20,1,1778.75
1388,3515,2025-04-29 07:57:03,176,2,30582.34
1389,3518,2025-01-24 18:22:44,391,1,7481.06
1390,3519,2025-04-16 14:20:57,224,1,14553.13
1391,3521,2025-04-16 07:20:32,218,1,94208.34
1392,3521,2025-04-20 14:29:03,262,1,37057.19
1393,3522,2025-05-17 05:51:14,270,1,514.56
1394,3523,2025-03-15 05:58:37,419,1,24719.61
1395,3526,2025-04-23 05:44:12,178,1,122025.22
1396,3532,2025-04-23 06:30:13,338,1,88128.75
1397,3535,2025-05-03 02:23:20,355,1,4384.45
1398,3536,2025-02-06 12:52:55,49,1,3584.0
1399,3539,2025-06-16 22:36:51,491,1,912.64
1400,3544,2025-02-12 05:08:12,359,1,7693.07
1401,3544,2025-02-28 00:10:19,241,1,11168.82
1402,3546,2025-05-01 06:17:04,149,1,10316.11
1403,3550,2025-04-13 04:49:11,369,2,28785.18
1404,3559,2025-05-07 20:01:30,246,2,8971.84
1405,3567,2025-01-05 18:20:16,254,2,32119.52
1406,3571,2025-01-14 07:49:46,494,1,495.37
1407,3572,2025-05-28 09:19:15,171,1,15094.37
1408,3572,2025-06-05 07:42:32,470,1,1252.58
1409,3574,2025-05-04 03:07:15,392,1,3931.31
1410,3576,2025-01-10 06:08:19,53,1,67150.12
1411,3577,2025-03-27 16:37:04,262,2,74114.38
1412,3578,2025-03-11 23:00:50,62,2,40860.16
1413,3578,2025-03-20 18:05:27,180,1,22619.63
1414,3579,2025-06-04 09:04:24,48,1,5407.24
1415,3581,2025-04-30 07:24:06,270,1,514.56
1416,3584,2025-01-21 18:18:25,145,1,5753.8
1417,3591,2025-01-30 20:27:37,210,2,25754.16
1418,3592,2025-06-02 17:08:22,3,1,10094.67
1419,3593,2025-05-13 10:33:50,279,1,11780.7
1420,3595,2025-05-28 19:42:24,231,1,2920.42
1421,3596,2025-03-26 16:51:42,200,1,7837.57
1422,3608,2025-05-12 03:28:01,368,1,49977.44
1423,3608,2025-05-22 18:34:09,217,2,7579.78
1424,3610,2025-05-12 08:14:03,389,1,3219.85
1425,3611,2025-02-02 06:18:15,115,1,16709.38
1426,3613,2025-06-18 12:10:09,350,1,4462.47
1427,3615,2025-01-27 06:46:09,331,1,10724.43
1428,3618,2025-03-19 01:00:55,63,2,17144.78
1429,3621,2025-06-10 20:07:46,352,1,29524.41
1430,3624,2025-01-23 15:17:04,323,2,42754.58
1431,3626,2025-01-19 01:46:18,79,2,28589.74
1432,3627,2025-03-16 09:06:12,314,1,6987.52
1433,3630,2025-06-03 00:59:14,118,1,2075.07
1434,3631,2025-04-16 07:46:06,441,2,2293.42
1435,3633,2025-04-14 21:16:13,281,1,8575.04
1436,3639,2025-03-21 12:54:26,257,1,2435.84
1437,3640,2025-01-31 22:28:53,269,2,231029.86
1438,3642,2025-02-09 02:55:52,26,1,10901.13
1439,3646,2025-01-27 20:46:37,15,1,9205.01
1440,3650,2025-03-26 14:50:14,130,2,32537.78
1441,3657,2025-02-11 18:48:13,390,1,3926.05
1442,3657,2025-03-17 11:50:54,64,1,23300.53
1443,3660,2025-04-26 08:30:52,105,1,7627.67
1444,3661,2025-01-08 14:34:35,102,1,25792.01
1445,3663,2025-05-04 12:44:32,466,1,31559.05
1446,3674,2025-04-20 07:09:56,404,2,27691.36
1447,3675,2025-02-23 17:38:55,122,1,24310.52
1448,3675,2025-02-27 18:45:47,399,1,17727.09
1449,3676,2025-06-03 08:57:13,58,1,33150.95
1450,3678,2025-06-16 07:46:46,96,1,1401.59
1451,3678,2025-06-19 10:28:25,474,1,15410.11
1452,3680,2025-02-20 12:16:17,177,1,6007.88
1453,3680,2025-03-02 11:21:20,187,1,43342.31
1454,3682,2025-03-12 05:40:51,343,2,142882.12
1455,3685,2025-06-30 18:43:17,138,1,6720.91
1456,3687,2025-04-22 14:23:53,213,1,14323.4
1457,3689,2025-05-07 14:14:26,12,2,20797.7
1458,3692,2025-05-11 04:01:57,230,1,3807.27
1459,3699,2025-06-10 09:22:28,56,1,29155.33
1460,3700,2025-04-12 02:32:48,15,1,9205.01
1461,3713,2025-05-13 15:06:03,318,1,19551.59
1462,3718,2025-03-20 19:32:17,136,2,4877.14
1463,3718,2025-04-01 17:40:55,121,1,8945.4
1464,3718,2025-04-13 20:10:03,267,1,20054.79
1465,3724,2025-03-06 00:17:05,437,1,1479.71
1466,3725,2025-05-17 08:00:23,287,2,10657.12
1467,3738,2025-03-22 04:00:58,159,1,30772.13
1468,3740,2025-05-19 08:30:36,325,1,13982.87
1469,3747,2025-03-29 14:33:05,374,2,20918.58
1470,3748,2025-03-29 12:16:28,98,1,12583.05
1471,3752,2025-03-17 12:35:08,53,1,67150.12
1472,3753,2025-03-05 01:51:59,202,1,2128.85
1473,3756,2025-03-07 10:04:47,68,1,47179.0
1474,3757,2025-05-13 11:36:10,452,1,17758.26
1475,3757,2025-05-27 22:21:28,172,1,36415.92
1476,3763,2025-01-30 03:37:24,329,2,22429.6
1477,3766,2025-06-14 03:29:18,228,1,9440.11
1478,3768,2025-01-14 06:21:38,300,1,11130.88
1479,3769,2025-03-05 23:55:53,133,1,30464.02
1480,3771,2025-05-26 20:29:45,191,1,36768.02
1481,3771,2025-06-07 15:49:58,405,2,40179.26
1482,3772,2025-05-01 06:12:44,324,2,56002.14
1483,3780,2025-04-26 21:08:25,330,1,3233.01
1484,3780,2025-05-03 21:06:56,263,1,38988.81
1485,3783,2025-05-03 09:40:54,29,1,73838.2
1486,3796,2025-02-06 15:13:31,476,1,2319.27
1487,3797,2025-05-26 04:20:22,118,1,2075.07
1488,3799,2025-04-03 06:28:23,482,1,24845.6
1489,3804,2025-05-17 21:19:22,256,2,1095.16
1490,3804,2025-06-06 06:25:40,310,2,2165.56
1491,3812,2025-02-24 07:13:41,171,1,15094.37
1492,3815,2025-04-17 13:21:12,330,1,3233.01
1493,3817,2025-03-22 05:41:05,316,1,5050.1
1494,3820,2025-03-18 16:32:46,25,1,2943.92
1495,3820,2025-03-30 20:23:47,233,1,4628.25
1496,3821,2025-04-24 02:49:44,293,1,3662.24
1497,3824,2025-04-02 10:18:41,95,1,14154.76
1498,3827,2025-06-08 03:08:51,148,1,129106.55
1499,3831,2025-03-11 15:09:52,304,1,149568.6
1500,3836,2025-03-23 02:19:44,337,1,138096.58
1501,3837,2025-01-16 16:59:45,371,1,23547.53
1502,3840,2025-02-13 06:17:38,345,3,72738.6
1503,3840,2025-03-06 10:58:43,217,1,3789.89
1504,3843,2025-01-05 13:51:23,359,2,15386.14
1505,3844,2025-03-06 02:29:26,267,1,20054.79
1506,3845,2025-05-08 14:12:13,61,1,102219.65
1507,3850,2025-02-28 17:07:23,175,1,81468.72
1508,3852,2025-02-26 04:23:57,443,2,38179.88
1509,3852,2025-03-14 03:08:00,387,2,57708.72
1510,3852,2025-03-17 04:51:59,58,1,33150.95
1511,3854,2025-02-21 01:51:07,438,1,5413.4
1512,3857,2025-06-14 21:54:14,366,1,9798.21
1513,3858,2025-02-18 13:12:32,343,1,71441.06
1514,3861,2025-05-26 12:19:00,276,1,4843.01
1515,3862,2025-05-31 11:49:28,264,1,4577.56
1516,3863,2025-03-10 03:33:04,29,1,73838.2
1517,3863,2025-03-17 22:07:33,425,1,14314.74
1518,3864,2025-02-26 20:55:27,441,1,1146.71
1519,3866,2025-06-12 03:55:23,319,1,29688.49
1520,3867,2025-04-06 02:00:34,265,1,7512.87
1521,3868,2025-05-21 04:49:07,102,1,25792.01
1522,3871,2025-04-07 15:59:00,188,1,631.77
1523,3872,2025-04-16 19:50:45,110,1,18441.82
1524,3876,2025-03-13 12:26:42,439,1,35173.02
1525,3876,2025-03-26 02:43:56,308,2,21386.08
1526,3879,2025-05-21 04:19:41,323,1,21377.29
1527,3881,2025-04-08 13:30:12,92,1,3738.51
1528,3882,2025-02-27 07:15:27,133,1,30464.02
1529,3885,2025-05-04 19:02:20,401,1,11690.67
1530,3893,2025-06-15 09:37:33,442,1,27027.64
1531,3895,2025-01-11 03:27:58,180,1,22619.63
1532,3895,2025-02-14 11:48:24,253,1,9261.77
1533,3896,2025-06-14 02:53:39,135,1,13650.75
1534,3902,2025-02-15 10:37:51,110,1,18441.82
1535,3904,2025-05-25 20:51:25,269,1,115514.93
1536,3904,2025-06-12 02:07:09,164,1,100669.41
1537,3907,2025-02-12 21:50:04,156,1,8339.09
1538,3907,2025-02-25 14:02:52,466,1,31559.05
1539,3914,2025-05-10 19:07:14,302,3,116329.65
1540,3916,2025-06-30 12:00:32,204,1,3831.25
1541,3920,2025-01-04 22:10:22,397,2,76277.14
1542,3922,2025-05-11 03:00:20,217,1,3789.89
1543,3923,2025-04-21 17:59:13,410,1,90198.25
1544,3923,2025-04-26 02:09:31,19,1,2770.09
1545,3928,2025-05-24 10:53:40,36,3,52676.31
1546,3929,2025-02-23 23:22:40,134,1,3801.47
1547,3930,2025-04-15 14:43:54,402,1,19649.25
1548,3930,2025-05-07 10:58:52,316,1,5050.1
1549,3936,2025-05-25 22:05:14,84,2,4896.78
1550,3937,2025-03-26 23:22:00,431,1,6259.3
1551,3938,2025-06-21 11:31:35,152,1,7223.67
1552,3945,2025-02-09 02:34:42,289,2,233045.08
1553,3946,2025-02-23 09:53:04,136,2,4877.14
1554,3950,2025-02-19 16:14:54,199,1,130009.3
1555,3956,2025-01-21 09:07:28,241,1,11168.82
1556,3957,2025-03-21 05:49:22,202,1,2128.85
1557,3957,2025-04-04 22:51:42,298,1,12693.22
1558,3959,2025-04-03 13:27:40,490,1,12740.04
1559,3960,2025-04-21 06:37:05,264,1,4577.56
1560,3961,2025-02-24 19:29:30,242,3,27856.17
1561,3963,2025-02-14 14:44:34,143,2,26305.38
1562,3963,2025-03-05 19:00:16,39,1,19720.04
1563,3964,2025-03-10 23:39:18,236,1,19589.44
1564,3965,2025-05-13 18:20:56,387,1,28854.36
1565,3967,2025-06-14 12:08:18,116,1,13895.24
1566,3967,2025-06-21 08:28:59,365,2,27383.84
1567,3970,2025-06-26 09:50:13,276,1,4843.01
1568,3971,2025-05-21 00:44:26,283,2,77262.88
1569,3976,2025-03-16 19:34:07,483,1,43632.67
1570,3980,2025-01-25 06:56:40,300,1,11130.88
1571,3981,2025-05-05 20:51:42,121,1,8945.4
1572,3983,2025-06-03 15:44:43,377,1,6504.51
1573,3984,2025-02-04 11:39:09,88,1,38903.03
1574,3986,2025-05-08 01:31:38,303,2,2908.48
1575,3987,2025-06-17 07:37:18,40,1,1173.14
1576,3988,2025-04-02 17:12:27,483,1,43632.67
1577,3992,2025-05-01 11:49:14,492,1,8731.65
1578,3992,2025-05-12 05:05:30,157,1,103545.76
1579,3994,2025-02-04 03:24:39,123,3,112318.77
1580,3994,2025-02-15 03:46:38,20,1,1778.75
1581,3995,2025-06-23 01:35:24,462,1,22303.0
1582,3999,2025-02-17 20:14:27,305,1,2454.31
1583,4000,2025-02-11 10:55:35,347,1,26954.74
1584,4001,2025-06-28 10:07:52,447,1,1488.36
1585,4003,2025-06-21 06:19:28,168,1,9504.82
1586,4011,2025-05-29 17:37:09,78,1,149482.7
1587,4016,2025-04-23 13:31:55,121,1,8945.4
1588,4020,2025-06-15 15:55:47,130,3,48806.67
1589,4022,2025-01-07 13:08:41,477,1,37353.59
1590,4023,2025-02-17 22:49:14,241,1,11168.82
1591,4025,2025-02-12 00:15:05,287,2,10657.12
1592,4027,2025-06-12 05:29:41,189,1,9592.2
1593,4031,2025-01-16 22:22:35,250,2,41601.96
1594,4031,2025-01-27 06:19:39,17,1,20450.91
1595,4033,2025-02-16 00:11:28,302,1,38776.55
1596,4033,2025-02-23 23:27:18,129,1,358.85
1597,4033,2025-02-27 13:23:09,413,2,49504.66
1598,4033,2025-03-23 03:53:46,449,1,651.83
1599,4035,2025-02-17 04:27:22,129,1,358.85
1600,4036,2025-05-26 06:01:57,331,1,10724.43
1601,4042,2025-04-25 08:00:08,440,1,3107.23
1602,4046,2025-06-15 23:30:51,193,2,66056.82
1603,4048,2025-06-04 03:09:17,71,1,4426.79
1604,4062,2025-05-12 05:24:22,355,1,4384.45
1605,4064,2025-05-03 12:26:03,492,1,8731.65
1606,4064,2025-05-07 07:41:24,390,2,7852.1
1607,4067,2025-06-01 10:02:29,425,1,14314.74
1608,4069,2025-01-29 21:59:07,409,1,6296.47
1609,4074,2025-05-11 07:03:18,413,1,24752.33
1610,4075,2025-03-31 02:43:14,64,1,23300.53
1611,4076,2025-03-12 02:17:49,129,1,358.85
1612,4077,2025-04-19 11:22:29,102,1,25792.01
1613,4077,2025-05-07 00:33:42,490,1,12740.04
1614,4081,2025-05-15 17:02:33,349,2,24083.86
1615,4084,2025-03-28 02:56:34,52,1,4983.11
1616,4084,2025-04-11 20:41:00,310,1,1082.78
1617,4089,2025-06-04 10:18:17,373,1,4993.75
1618,4100,2025-02-02 00:47:47,463,1,6385.22
1619,4104,2025-03-15 01:03:04,140,2,99968.1
1620,4104,2025-03-27 01:59:46,201,1,13102.72
1621,4106,2025-01-19 13:05:23,130,1,16268.89
1622,4117,2025-04-05 17:25:35,153,1,1050.14
1623,4118,2025-04-02 05:04:43,379,2,59510.28
1624,4118,2025-04-10 00:29:51,290,1,4390.34
1625,4118,2025-04-22 12:55:44,257,2,4871.68
1626,4123,2025-01-22 20:19:36,375,1,2797.37
1627,4128,2025-01-22 07:32:46,324,1,28001.07
1628,4128,2025-02-04 14:37:14,19,1,2770.09
1629,4133,2025-06-18 21:56:39,191,1,36768.02
1630,4138,2025-03-17 09:30:50,382,2,35132.46
1631,4140,2025-01-29 00:02:30,165,2,3465.06
1632,4141,2025-05-28 22:57:25,440,1,3107.23
1633,4149,2025-05-15 23:35:17,5,1,111884.19
1634,4150,2025-03-18 23:20:33,238,2,40590.12
1635,4158,2025-01-27 22:10:26,128,1,7580.95
1636,4159,2025-02-24 11:31:47,130,1,16268.89
1637,4165,2025-06-01 11:03:48,264,1,4577.56
1638,4165,2025-06-18 11:50:59,269,2,231029.86
1639,4165,2025-06-22 23:54:45,381,3,28430.76
1640,4167,2025-03-24 14:09:07,410,2,180396.5
1641,4168,2025-02-25 04:12:32,141,1,78006.44
1642,4169,2025-02-24 05:50:02,414,1,20297.26
1643,4175,2025-02-25 01:07:32,264,2,9155.12
1644,4177,2025-01-22 23:57:01,335,1,6200.21
1645,4184,2025-05-02 22:59:26,48,3,16221.72
1646,4186,2025-06-07 13:16:22,327,1,8222.53
1647,4188,2025-03-06 02:20:44,66,1,7734.16
1648,4190,2025-03-13 12:13:25,153,1,1050.14
1649,4192,2025-06-13 07:03:51,433,1,10765.07
1650,4196,2025-04-27 03:28:31,384,1,4013.53
1651,4208,2025-03-05 07:30:32,68,2,94358.0
1652,4210,2025-05-22 18:02:25,263,1,38988.81
1653,4210,2025-06-13 09:27:21,89,2,231384.36
1654,4212,2025-04-07 17:50:16,294,2,69169.38
1655,4213,2025-05-06 22:47:03,7,3,4226.82
1656,4215,2025-02-24 15:58:18,107,1,11847.57
1657,4220,2025-06-29 15:33:12,230,1,3807.27
1658,4221,2025-03-19 16:15:01,368,1,49977.44
1659,4223,2025-01-26 09:11:34,398,1,9488.31
1660,4225,2025-02-24 14:36:26,127,1,37875.42
1661,4228,2025-02-18 06:20:54,106,1,4353.63
1662,4229,2025-06-10 12:51:39,152,2,14447.34
1663,4235,2025-05-21 12:34:16,224,1,14553.13
1664,4235,2025-06-07 03:04:27,40,1,1173.14
1665,4237,2025-04-03 13:42:28,403,1,25390.62
1666,4240,2025-06-14 09:22:10,55,1,24029.51
1667,4245,2025-06-11 20:47:12,387,1,28854.36
1668,4246,2025-06-18 05:31:45,38,1,12400.94
1669,4251,2025-05-06 11:07:00,259,1,9549.49
1670,4252,2025-03-03 23:47:21,454,1,3744.31
1671,4260,2025-03-15 17:51:45,452,2,35516.52
1672,4260,2025-03-22 12:22:38,399,2,35454.18
1673,4262,2025-04-05 08:13:14,306,1,4449.97
1674,4263,2025-05-09 08:13:07,498,1,13866.8
1675,4266,2025-03-20 19:19:40,36,1,17558.77
1676,4268,2025-04-23 00:41:36,401,2,23381.34
1677,4274,2025-04-19 04:00:34,141,2,156012.88
1678,4276,2025-06-03 13:58:07,362,1,539.2
1679,4277,2025-03-12 12:07:58,349,2,24083.86
1680,4278,2025-06-05 13:43:52,446,1,136780.08
1681,4279,2025-06-26 19:11:11,78,2,298965.4
1682,4280,2025-06-08 00:37:29,132,1,7791.77
1683,4282,2025-05-10 02:23:53,171,1,15094.37
1684,4282,2025-05-19 00:30:57,359,1,7693.07
1685,4283,2025-05-04 21:14:44,85,1,67271.34
1686,4284,2025-06-28 16:19:15,300,2,22261.76
1687,4286,2025-01-22 14:31:46,443,2,38179.88
1688,4287,2025-06-19 06:00:04,144,3,63407.31
1689,4289,2025-05-22 06:51:11,67,1,3245.55
1690,4297,2025-05-07 22:13:40,144,1,21135.77
1691,4297,2025-05-26 02:07:13,479,2,34124.1
1692,4304,2025-03-28 14:45:00,9,1,6572.8
1693,4305,2025-01-28 04:43:43,183,1,5734.14
1694,4305,2025-02-14 17:23:34,5,2,223768.38
1695,4308,2025-02-21 10:50:11,374,1,10459.29
1696,4311,2025-06-09 12:25:22,145,1,5753.8
1697,4313,2025-04-19 10:02:51,92,1,3738.51
1698,4316,2025-05-11 07:06:02,147,1,8701.96
1699,4317,2025-02-26 10:33:45,22,1,12590.38
1700,4318,2025-03-31 17:18:52,16,1,4159.96
1701,4318,2025-04-21 08:35:00,178,1,122025.22
1702,4322,2025-06-13 08:26:28,73,1,3184.93
1703,4324,2025-04-28 04:04:58,248,1,9420.12
1704,4324,2025-06-11 06:10:05,32,1,7276.12
1705,4326,2025-04-09 03:33:32,383,1,110906.1
1706,4326,2025-05-27 00:57:44,398,2,18976.62
1707,4332,2025-02-27 17:04:03,359,1,7693.07
1708,4338,2025-06-09 00:44:19,24,1,1604.34
1709,4340,2025-03-23 05:36:10,389,1,3219.85
1710,4340,2025-04-04 02:59:51,38,1,12400.94
1711,4350,2025-02-02 13:49:29,205,1,14938.64
1712,4351,2025-04-13 20:38:08,402,1,19649.25
1713,4353,2025-05-16 03:23:54,397,1,38138.57
1714,4357,2025-03-14 11:35:57,449,1,651.83
1715,4359,2025-06-10 22:44:36,320,3,100682.28
1716,4361,2025-01-24 11:42:28,253,1,9261.77
1717,4366,2025-01-23 21:11:18,165,2,3465.06
1718,4368,2025-06-19 14:41:00,472,1,47216.19
1719,4368,2025-06-29 23:57:19,95,1,14154.76
1720,4371,2025-02-24 11:49:51,169,1,2636.13
1721,4372,2025-04-12 08:42:30,409,1,6296.47
1722,4375,2025-02-02 05:48:45,360,1,10778.02
1723,4375,2025-02-26 19:15:58,347,1,26954.74
1724,4377,2025-04-20 03:58:01,325,1,13982.87
